race,age,engnat,gender,hand,source,country,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,O1,O2,O3,O4,O5,O6,O7,O8,O9,O10,is_code_valid
3,21,1,1,1,5,US,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,True
3,25,2,1,1,1,DK,1,5,1,4,4,4,3,4,2,4,5,2,4,4,4,4,4,4,4,4,1,3,2,2,3,4,4,4,4,4,1,4,2,2,2,5,2,2,2,3,4,2,4,3,2,2,4,3,4,4,True
13,38,1,2,2,1,US,3,3,2,4,4,3,4,3,2,4,3,3,4,2,3,4,3,4,4,4,2,5,2,3,3,4,2,3,3,4,2,5,4,2,2,3,5,2,4,3,4,2,4,2,5,1,3,4,4,5,True
3,37,1,1,1,5,US,2,3,2,5,2,2,2,4,3,5,2,4,4,2,2,2,2,2,2,3,2,2,3,4,2,4,3,4,4,4,3,5,4,3,2,3,2,3,3,2,5,1,4,2,4,2,4,4,2,3,True
3,18,1,2,1,2,US,1,4,1,5,1,2,1,5,5,5,3,5,5,2,5,5,1,1,4,2,1,5,1,5,2,5,1,5,5,3,4,1,3,3,1,5,3,3,5,4,4,1,5,1,4,1,5,4,5,5,True
3,19,2,2,1,5,IT,2,1,4,2,4,1,3,4,2,2,4,1,2,4,2,4,4,4,3,2,4,5,1,4,2,4,1,2,4,5,4,3,5,2,4,2,4,1,5,5,4,1,5,1,4,1,4,3,5,4,True
8,34,1,2,1,2,US,4,3,4,2,4,3,2,4,2,4,3,3,2,2,2,1,2,1,1,2,1,2,1,3,3,5,3,3,3,4,3,2,3,2,3,2,4,2,3,3,3,3,2,4,3,3,3,3,3,3,True
3,21,1,2,1,2,US,5,2,5,1,5,1,5,5,1,1,1,4,3,4,4,3,3,2,3,2,2,5,2,5,2,5,1,5,5,3,5,3,5,2,4,5,5,1,5,4,3,3,5,2,3,1,4,1,1,5,True
3,28,2,2,2,1,DE,3,3,4,2,4,2,3,4,3,2,5,2,4,3,3,3,3,4,3,2,2,4,3,5,1,3,1,3,3,4,3,2,4,3,3,3,4,3,3,4,4,2,4,1,3,1,4,3,3,3,True
3,26,2,1,2,1,US,2,2,4,2,5,1,4,3,4,1,1,4,1,4,2,3,1,1,2,1,2,4,1,5,2,4,1,4,3,4,3,2,4,2,1,2,4,3,2,3,5,2,4,1,5,1,4,5,4,5,True
3,31,1,2,1,2,US,3,4,4,4,4,2,2,5,3,2,2,4,4,4,2,1,2,1,1,1,1,4,1,4,2,4,2,4,4,5,3,4,3,1,4,3,3,1,2,5,5,1,5,1,3,1,5,4,5,5,True
1,26,2,2,1,1,AR,1,4,3,4,1,3,1,5,1,5,2,4,4,1,2,3,1,2,2,1,1,5,1,4,1,3,2,5,2,3,3,5,2,4,2,4,3,5,1,2,3,4,3,5,3,3,4,3,5,3,True
3,46,1,2,1,2,US,3,2,4,2,5,2,2,4,4,4,4,2,5,2,4,4,4,2,4,2,1,4,1,4,2,5,2,4,4,3,2,4,3,2,4,5,3,1,2,2,3,4,4,3,4,2,4,1,2,4,True
3,33,1,2,1,2,US,3,2,4,3,4,2,1,3,4,5,2,5,4,5,4,2,3,1,2,1,2,3,1,4,4,4,2,4,5,4,4,4,4,2,2,4,4,2,4,4,5,1,5,1,5,1,5,5,5,4,True
11,19,2,2,1,1,PH,4,1,5,1,5,1,5,1,5,5,3,4,2,3,2,3,3,2,1,1,1,5,1,4,1,5,1,1,5,5,3,1,5,1,4,1,5,1,3,3,4,1,4,1,4,1,5,1,5,5,True
13,19,1,2,1,2,TT,4,1,4,3,4,2,2,4,4,5,4,5,4,5,2,2,1,1,4,1,5,5,1,5,1,5,1,5,5,5,4,1,5,1,4,1,5,1,3,5,2,2,5,1,5,1,4,1,5,5,True
11,21,2,1,1,5,HK,2,3,4,4,2,4,3,3,4,4,2,4,2,2,4,2,3,4,1,3,4,5,2,5,2,5,3,4,5,5,5,3,5,1,3,4,4,1,5,4,2,1,3,1,3,3,5,2,4,3,True
3,27,1,2,1,2,GB,3,3,2,4,2,1,2,5,1,5,1,5,2,2,5,1,3,2,5,2,1,4,4,5,2,5,2,4,4,3,1,5,5,5,2,3,1,1,1,5,4,1,5,2,5,1,5,4,3,5,True
3,27,1,2,1,2,US,3,4,2,5,3,1,3,5,1,5,3,3,5,3,4,2,2,1,2,2,1,5,1,5,1,5,1,5,5,5,3,4,5,2,2,2,5,2,3,5,5,1,5,1,5,1,4,5,5,5,True
13,19,2,1,1,2,US,3,1,5,2,4,1,4,4,4,1,1,4,4,5,1,1,1,1,1,1,2,5,1,4,2,2,1,4,4,4,4,4,4,1,2,4,4,2,3,3,3,1,5,1,5,1,5,3,4,5,True
13,18,1,2,1,5,US,3,3,3,3,3,3,2,4,4,4,4,3,4,4,3,3,2,2,3,4,4,4,3,4,2,4,2,4,4,3,4,4,4,3,3,4,3,3,4,3,2,3,4,2,3,2,3,1,4,4,True
1,19,1,1,3,1,US,1,4,2,4,3,3,1,5,1,3,5,1,5,1,4,5,5,5,5,5,2,3,3,4,1,4,2,5,4,5,2,2,2,5,2,5,4,3,4,4,4,2,5,3,1,1,2,3,3,4,True
3,33,1,1,2,5,CA,4,5,4,2,5,2,4,2,4,2,3,4,3,3,4,3,4,3,4,3,2,4,4,3,2,4,2,4,4,4,2,4,4,3,2,4,3,3,3,3,2,4,2,4,4,4,3,2,3,3,True
3,18,2,2,1,1,RO,3,1,3,5,2,2,4,5,1,2,2,5,4,3,1,1,1,1,1,2,2,4,4,5,1,3,2,4,4,3,5,1,2,1,4,2,3,3,3,5,4,1,3,5,4,2,4,3,5,4,True
3,33,1,2,1,2,US,4,3,4,3,4,2,3,3,4,3,2,3,5,2,2,4,3,3,4,3,1,4,3,5,2,3,2,4,5,5,3,5,4,4,2,4,3,3,4,4,4,2,5,1,5,2,4,4,4,5,True
3,53,1,2,1,1,US,2,2,4,4,4,2,2,4,2,3,3,4,3,3,3,2,2,1,2,2,1,5,2,5,2,4,2,4,4,3,4,2,3,2,4,3,4,2,2,4,5,1,5,1,5,1,5,5,5,5,True
13,25,1,1,1,2,US,2,4,2,4,2,4,2,5,3,4,5,1,5,2,4,2,4,2,2,2,5,4,2,4,4,5,4,5,4,4,5,2,4,2,5,4,5,1,5,5,3,3,4,4,3,3,3,3,5,3,True
4,22,2,1,1,1,IN,2,1,5,3,5,2,5,2,5,3,4,5,4,2,4,4,5,5,5,3,1,5,1,5,1,5,1,5,5,5,2,4,3,3,1,5,4,3,2,3,5,3,5,2,5,1,5,3,4,5,True
3,40,1,1,2,2,US,3,2,3,3,4,2,4,3,3,2,5,3,4,2,4,4,4,4,4,4,3,3,2,3,3,3,3,3,3,4,2,2,3,3,1,2,4,3,2,2,5,1,4,1,4,2,5,5,5,3,True
3,51,2,2,1,2,ES,2,4,3,4,3,2,3,4,4,3,4,4,4,3,3,2,3,4,3,3,2,5,1,4,2,4,1,5,5,4,3,3,4,2,4,1,5,2,3,3,4,1,4,2,3,2,4,3,4,3,True
13,23,2,1,1,2,IN,5,4,4,4,4,2,4,2,5,4,2,3,5,3,3,1,5,2,3,4,4,4,2,4,2,4,2,3,5,4,3,4,5,2,5,4,5,2,4,5,2,2,5,2,3,1,5,3,4,4,True
3,31,2,2,1,1,RO,3,2,3,2,2,3,3,4,2,4,4,4,5,4,2,2,2,2,3,2,3,5,2,3,2,2,2,4,4,4,4,5,5,2,4,1,4,2,4,4,4,1,5,1,3,1,4,2,5,4,True
3,22,1,2,1,1,DE,3,4,5,3,4,2,5,5,2,4,2,4,4,5,2,1,2,1,2,1,1,5,1,5,1,5,1,5,5,4,4,1,5,1,5,1,5,2,5,4,4,2,5,1,4,1,4,4,5,5,True
3,22,2,1,1,1,FI,1,4,2,5,2,3,1,1,1,5,3,4,4,4,2,2,2,2,2,3,2,3,3,4,3,4,2,4,4,2,3,2,4,2,2,2,4,3,4,3,4,1,3,2,3,2,4,4,4,3,True
13,34,2,2,1,1,AR,3,3,5,2,5,1,4,1,5,4,3,2,5,2,4,1,4,5,4,4,1,5,2,5,1,5,1,4,5,4,4,3,4,4,3,2,3,3,4,4,5,1,3,1,3,3,5,4,5,3,True
1,20,1,2,3,1,US,4,3,2,3,3,3,3,4,2,4,4,4,2,3,1,2,5,4,5,2,5,2,4,1,5,2,5,2,1,2,2,4,5,3,2,5,2,3,2,3,5,1,5,1,5,1,5,5,3,4,True
3,27,1,1,2,2,US,4,3,4,2,3,2,3,2,5,2,1,5,2,3,2,2,3,2,4,2,2,4,4,4,2,3,2,4,4,4,1,4,2,3,1,5,1,2,1,2,5,1,5,2,5,2,5,4,3,4,True
3,20,1,1,1,1,US,5,1,1,2,5,2,5,3,4,5,2,4,5,2,3,2,4,1,2,1,1,5,1,4,1,5,1,4,4,5,2,1,5,4,2,4,2,3,4,4,4,2,5,2,4,1,3,2,5,5,True
3,18,1,1,1,5,US,3,4,5,2,4,4,3,4,4,3,4,5,4,2,4,3,5,4,4,3,2,4,2,4,1,4,1,4,3,2,4,4,5,3,1,5,4,4,3,3,2,1,4,1,5,1,4,3,5,4,True
3,24,1,1,1,1,US,2,5,3,4,4,3,4,5,1,5,3,3,4,1,2,4,3,3,5,4,1,3,2,4,2,5,2,4,4,3,4,1,5,1,3,1,5,2,4,4,4,3,3,4,4,2,4,1,5,3,True
3,18,1,2,1,1,US,2,5,3,5,1,2,1,5,1,5,4,3,5,2,3,4,4,3,3,4,1,5,1,4,1,4,1,5,4,5,4,5,5,3,2,5,4,1,3,5,3,2,5,1,4,1,4,2,4,4,True
3,27,2,2,1,2,UA,3,3,4,2,4,2,3,3,2,2,2,3,5,2,2,3,2,2,2,2,3,2,1,3,2,5,3,3,5,4,2,2,4,2,4,2,4,4,5,3,4,3,3,4,4,2,3,2,3,3,True
3,48,2,2,1,2,SA,5,1,5,1,5,1,5,2,5,1,4,4,5,4,4,4,1,1,4,1,2,5,1,4,1,1,2,4,4,5,5,1,5,1,5,1,5,1,4,5,4,1,5,1,5,1,5,3,5,5,True
13,25,2,1,1,1,AR,4,1,4,3,5,3,3,2,4,3,4,2,4,4,4,4,4,3,4,4,3,4,2,4,4,4,2,2,4,4,2,4,4,2,3,4,4,4,3,2,5,2,3,2,4,2,5,4,4,3,True
3,60,1,2,1,1,US,4,4,5,4,5,2,5,2,4,1,3,3,4,3,3,3,3,3,3,3,1,5,1,5,1,5,1,5,5,5,5,4,5,3,5,2,4,3,5,5,2,3,5,1,5,1,5,2,4,5,True
6,18,1,2,1,1,US,2,4,3,4,2,3,1,4,1,4,4,3,3,3,4,4,2,2,3,2,2,3,2,3,2,3,2,3,2,3,3,4,3,2,2,4,2,2,2,3,5,2,4,2,3,2,4,4,2,3,True
1,57,1,2,1,1,US,2,2,3,3,5,1,5,5,1,1,1,3,3,3,1,1,1,1,1,1,1,5,1,4,1,4,1,5,5,5,3,1,5,1,3,1,3,1,3,3,4,1,4,2,4,1,5,4,5,4,True
13,21,2,1,1,1,US,3,3,4,3,2,2,3,3,5,4,1,5,5,3,1,1,4,1,1,3,3,4,1,3,2,2,1,2,3,4,3,2,5,2,4,2,2,3,4,3,3,1,4,1,4,2,4,3,4,3,True
3,24,1,2,1,1,US,4,1,4,2,4,1,5,2,4,2,4,2,4,1,4,4,4,4,4,4,2,4,4,4,2,4,2,4,4,4,3,4,4,4,2,4,3,4,3,4,5,1,5,1,4,2,5,4,5,4,True
4,19,2,2,1,1,IN,4,3,4,4,4,4,3,4,4,5,5,3,5,2,4,4,4,4,4,4,2,5,2,4,2,4,2,5,4,5,2,4,5,4,3,4,3,3,4,3,4,2,5,3,5,1,4,2,5,5,True
3,22,1,2,1,1,US,1,3,3,4,1,2,1,4,3,5,2,4,2,3,2,2,2,2,2,2,3,3,2,2,2,3,2,3,2,3,4,2,4,2,3,1,5,1,5,3,5,2,5,3,4,1,5,5,4,4,True
4,19,2,2,1,1,IN,1,3,4,3,2,2,2,2,4,4,3,3,4,2,3,3,5,4,2,2,3,4,2,5,3,5,4,2,5,3,2,2,3,3,3,4,3,3,4,3,2,2,4,2,3,2,2,1,2,3,True
3,54,1,2,2,1,GB,3,2,3,3,5,1,2,4,2,3,3,3,4,2,2,2,3,3,4,2,2,4,2,3,2,4,3,4,2,4,4,2,5,2,4,4,4,1,4,4,5,2,3,3,4,3,5,4,4,3,True
13,53,1,2,1,2,US,4,1,4,2,5,2,4,3,4,2,3,4,5,2,2,4,3,4,4,2,2,4,2,4,2,4,2,4,4,4,2,1,5,1,4,1,5,1,3,4,3,4,3,3,3,3,4,2,3,3,True
8,20,1,2,1,1,CA,3,2,3,1,5,2,3,2,4,2,3,3,4,3,3,3,3,3,3,2,2,2,3,5,5,3,3,4,4,4,2,1,3,2,3,2,4,3,3,5,3,2,5,2,4,1,4,1,3,5,True
3,25,1,2,1,2,GB,4,1,4,3,4,1,4,2,5,4,5,4,5,2,2,5,4,4,5,5,1,5,2,5,1,5,1,5,5,3,4,5,4,2,3,2,4,1,2,3,2,5,5,5,4,1,1,1,4,4,True
3,38,1,2,1,1,US,4,1,5,3,5,1,5,4,2,2,5,3,5,2,3,3,3,3,4,2,2,5,3,3,2,2,1,5,4,5,4,4,5,2,1,2,4,3,4,5,5,4,5,4,5,1,5,4,4,3,True
3,22,1,2,1,1,US,3,4,3,3,3,4,4,3,4,4,2,3,4,2,3,4,3,3,3,3,2,3,2,4,3,4,3,4,4,3,3,3,4,2,4,2,4,2,4,3,2,2,4,2,3,2,4,3,4,4,True
12,20,1,2,1,2,GB,2,3,4,4,3,2,2,3,3,4,2,4,2,3,2,1,3,2,2,2,4,4,1,2,4,4,2,2,3,3,4,2,3,2,4,1,4,1,2,1,3,2,2,2,3,3,4,2,4,3,True
3,32,1,1,1,1,GB,2,3,4,3,3,2,4,2,2,4,2,4,1,4,2,1,2,1,2,2,4,5,1,2,4,2,2,2,2,4,4,4,4,2,2,4,3,2,2,4,5,1,4,2,4,1,4,5,4,4,True
3,52,1,2,1,1,US,4,1,5,3,5,1,5,3,5,3,3,4,5,3,3,2,4,4,4,2,1,5,3,4,2,4,1,4,5,5,3,5,4,3,1,5,5,2,5,5,5,3,5,1,5,1,4,4,5,5,True
13,28,2,2,1,1,IN,3,1,4,4,3,1,1,2,1,1,3,2,4,5,2,2,3,2,2,4,5,4,1,4,1,4,3,4,4,5,1,2,4,4,3,4,2,2,2,4,1,1,4,4,4,2,4,2,3,3,True
13,20,2,1,1,1,IN,5,1,5,2,4,1,5,1,5,3,5,5,4,2,4,4,4,4,4,4,4,5,4,4,2,5,1,2,4,3,3,5,3,5,3,5,4,3,3,4,5,3,4,2,4,2,4,5,2,4,True
13,25,1,1,1,5,US,4,1,5,1,5,2,5,3,4,2,4,2,4,3,3,4,3,2,4,2,4,5,3,4,3,4,3,3,4,4,2,2,2,2,3,3,4,3,3,2,4,2,5,2,4,2,4,4,5,5,True
3,18,1,1,1,1,IE,1,4,2,4,1,4,1,4,1,5,3,3,4,3,4,3,4,3,4,3,4,4,5,4,2,4,2,4,3,2,2,4,3,5,1,4,3,4,4,2,4,2,4,2,2,2,3,4,3,4,True
3,28,1,2,1,5,NZ,3,1,5,2,5,1,3,3,4,2,4,4,5,4,2,4,3,2,4,2,2,5,2,5,2,4,1,4,4,5,4,5,4,3,3,3,5,2,4,4,4,3,3,2,4,2,4,3,4,4,True
3,21,2,2,1,5,DE,1,2,3,2,5,1,1,1,5,3,3,2,4,3,4,5,5,5,4,5,3,3,3,4,3,3,3,3,4,3,4,5,4,4,3,1,3,3,5,4,3,3,4,3,4,1,4,4,4,5,True
13,29,2,2,1,5,US,3,1,4,3,5,2,4,4,3,4,4,4,4,3,4,5,4,3,5,3,3,4,2,5,2,5,1,4,4,4,4,4,4,3,2,5,4,3,4,4,4,2,4,3,4,2,4,2,3,4,True
3,18,1,1,1,1,GB,3,4,2,4,3,4,3,4,4,3,3,4,3,2,1,1,4,3,3,4,4,3,2,4,3,1,3,3,2,4,3,3,3,3,2,1,4,4,3,3,4,3,4,2,4,2,4,4,4,3,True
6,33,2,2,1,1,GR,1,3,2,3,2,1,2,4,1,5,1,1,5,5,5,1,5,5,5,5,1,3,2,5,1,5,1,1,5,4,1,4,3,4,1,1,1,4,1,2,5,1,5,1,4,1,4,5,5,5,True
3,59,1,2,1,2,CA,5,1,5,1,5,1,5,5,5,5,3,2,3,4,2,2,3,1,2,2,1,5,1,5,1,5,1,4,5,5,3,1,1,1,4,4,4,1,5,5,5,1,5,5,5,1,5,4,5,5,True
3,63,1,1,1,1,US,3,3,2,3,2,2,3,3,2,5,5,3,3,1,2,3,4,4,4,2,2,4,2,4,1,4,2,5,3,4,4,4,5,2,1,4,3,4,2,5,5,2,4,2,4,1,5,4,5,5,True
5,54,1,2,1,1,US,1,3,2,2,5,2,5,4,5,1,4,1,4,1,4,4,4,4,4,5,1,5,2,5,1,5,1,5,5,4,1,1,4,3,2,1,4,1,3,3,1,1,5,1,4,1,2,4,5,4,True
3,27,2,1,1,1,RS,2,1,3,2,4,1,4,3,3,3,2,3,4,3,3,2,4,3,2,3,4,5,3,3,1,2,2,3,4,4,3,4,4,2,2,4,4,3,2,3,3,2,5,2,4,1,5,4,3,5,True
3,19,1,2,1,2,US,2,3,3,4,3,4,2,4,1,5,4,2,5,2,4,2,4,4,4,2,1,5,2,5,2,5,2,4,5,4,2,4,4,2,1,4,4,4,3,5,4,4,4,2,4,4,4,2,5,2,True
3,27,2,2,1,1,GR,3,2,4,2,3,2,3,3,3,3,3,3,4,4,3,5,3,3,4,4,1,5,3,5,1,5,1,3,5,3,3,2,3,2,3,4,3,3,3,4,3,2,5,2,2,1,5,3,2,5,True
3,20,1,2,1,5,US,4,1,4,3,4,3,5,4,4,4,5,3,5,2,4,4,3,4,4,2,1,5,1,5,1,5,1,5,5,5,4,3,5,3,5,3,4,2,5,5,5,2,5,2,4,1,3,4,4,4,True
3,20,1,2,1,2,US,3,2,4,2,4,2,4,3,4,2,4,4,4,2,3,3,4,2,2,3,1,4,2,4,2,4,2,4,5,4,2,4,3,4,2,4,2,3,3,2,5,2,5,1,4,1,4,4,4,4,True
13,21,2,2,1,2,US,3,2,5,3,5,2,4,3,2,3,4,4,4,3,3,1,1,1,1,1,1,5,1,5,1,5,1,4,5,5,4,3,5,1,4,3,4,2,3,3,3,2,4,2,4,1,4,1,4,4,True
3,25,1,2,2,2,US,4,1,3,1,5,1,4,3,4,2,4,2,4,2,3,4,4,4,2,4,1,5,1,5,1,5,1,4,5,3,4,4,4,3,2,3,4,3,4,5,5,1,5,1,5,5,5,5,5,5,True
3,56,1,2,1,1,AU,4,3,4,2,4,2,3,2,4,2,3,4,3,3,1,2,2,1,2,1,2,3,3,4,2,4,3,3,4,5,3,2,2,2,2,4,4,3,3,2,3,2,4,1,4,2,4,3,4,5,True
3,34,1,1,1,1,GB,4,1,5,4,5,1,5,1,5,2,2,5,3,4,5,2,2,2,2,1,1,5,2,5,1,5,1,2,5,5,4,5,4,2,4,4,4,2,4,3,3,1,5,1,5,1,4,3,5,5,True
4,31,1,1,1,1,US,2,3,3,4,3,3,4,4,4,4,1,4,3,3,1,2,2,1,2,2,2,5,1,5,3,4,3,4,5,4,3,2,4,3,1,2,4,4,4,4,5,1,5,1,3,1,5,5,4,4,True
3,19,1,2,1,2,CA,2,4,4,3,3,4,3,3,3,5,2,2,5,3,2,2,2,2,1,3,1,5,1,5,1,5,1,5,5,5,3,3,3,2,3,3,4,2,3,4,4,1,5,2,4,2,5,3,5,4,True
6,54,1,2,1,4,US,3,4,2,5,3,3,1,5,1,5,5,5,5,1,5,5,4,5,5,5,1,3,2,5,2,5,3,4,5,3,3,1,3,3,5,2,5,2,3,3,3,4,4,3,4,2,3,2,3,3,True
3,25,1,2,1,1,NZ,3,1,5,2,5,1,4,4,4,3,4,4,4,4,2,1,1,1,1,1,1,4,1,5,1,4,1,4,5,4,5,2,5,1,4,2,4,1,5,4,5,1,4,1,4,1,5,4,4,4,True
13,32,1,2,1,1,US,1,2,2,4,3,2,2,4,1,5,5,2,5,2,3,3,5,5,4,4,1,5,1,5,1,4,1,4,5,3,4,1,5,1,4,1,5,1,5,4,5,2,5,2,5,1,5,4,5,5,True
6,24,1,2,1,2,US,4,2,5,3,5,2,5,2,5,2,5,2,5,2,2,3,3,2,4,2,2,4,2,5,1,4,1,5,5,4,5,1,5,1,5,1,5,1,5,5,5,3,3,2,3,2,5,5,4,4,True
3,23,1,2,1,1,US,5,1,5,1,5,1,5,4,4,1,3,3,4,4,1,2,1,2,2,1,1,5,1,5,2,5,1,5,4,5,4,1,4,1,4,2,4,2,4,4,3,2,4,2,4,1,4,1,4,4,True
3,39,1,2,1,1,US,4,1,2,2,5,1,5,3,2,1,5,3,5,1,5,4,5,5,4,4,1,5,4,5,1,5,1,4,5,5,2,5,5,5,1,4,5,2,4,5,5,1,5,1,5,1,5,5,5,5,True
3,25,1,1,1,1,IE,4,2,4,2,4,2,3,4,4,2,3,4,3,4,4,3,4,2,4,2,1,4,3,4,1,4,2,4,4,3,2,4,3,2,2,5,4,3,1,3,4,2,4,2,4,2,4,4,4,3,True
3,25,2,2,1,5,HR,4,2,3,4,4,1,4,5,2,4,3,2,5,3,3,3,2,2,3,3,2,5,2,5,1,5,1,5,5,5,3,3,5,2,3,2,4,3,3,3,5,1,5,1,5,1,5,5,5,5,True
5,43,2,1,1,1,US,2,2,3,4,4,1,2,5,1,2,2,4,3,2,2,2,3,3,2,3,4,4,4,2,1,4,2,1,2,2,4,2,5,2,2,4,2,3,4,1,4,1,4,1,5,1,5,2,5,5,True
3,38,1,2,1,5,US,3,1,5,2,5,2,5,3,3,1,2,2,3,4,2,2,1,1,1,1,3,3,2,3,3,3,3,3,3,3,4,3,5,2,5,3,4,2,3,3,4,2,4,3,4,1,4,3,3,4,True
3,21,1,2,1,1,US,4,3,3,2,2,3,4,4,5,4,5,3,4,2,4,4,4,4,3,1,1,4,3,5,1,5,1,5,5,4,4,3,4,2,4,2,5,2,4,3,3,2,4,3,3,1,5,3,4,4,True
3,18,1,2,1,2,US,2,1,3,2,4,2,2,4,2,5,5,3,5,2,4,4,4,4,4,4,5,4,1,5,1,5,2,5,5,4,3,3,3,3,2,3,3,3,4,4,4,2,4,1,4,2,3,3,5,5,True
3,24,1,2,1,1,US,3,1,5,2,5,1,4,3,4,5,4,4,5,4,4,4,1,1,1,1,5,5,5,4,2,4,1,3,4,4,4,4,2,3,1,4,4,3,4,5,1,2,5,2,3,1,5,1,4,4,True
1,26,1,2,1,2,US,4,2,4,4,4,2,4,4,2,4,4,4,4,5,1,2,1,1,1,1,2,4,1,5,2,5,2,4,4,5,3,2,5,1,3,1,5,2,3,5,4,1,2,2,5,4,5,4,5,4,True
3,47,1,2,1,5,US,3,3,3,3,4,2,3,4,2,4,4,3,4,2,3,3,2,3,2,2,1,5,1,5,1,5,1,4,5,4,2,3,2,2,2,4,4,3,2,3,5,2,4,2,4,2,4,4,5,5,True
3,45,1,1,1,5,US,4,2,4,1,4,4,4,3,4,2,1,5,1,5,1,1,2,1,3,1,1,3,2,2,3,3,2,3,3,4,4,4,4,2,3,3,3,1,3,3,4,2,5,4,4,2,4,2,3,4,True
3,52,1,1,1,1,CA,3,3,4,1,3,3,2,2,4,4,4,2,5,2,4,4,3,2,4,4,2,3,3,4,2,3,2,3,3,3,5,3,4,2,4,3,4,1,4,4,5,1,5,1,5,2,4,4,5,5,True
3,45,1,2,1,5,US,3,2,4,3,4,2,3,3,4,3,4,3,4,2,3,3,4,4,3,3,2,3,2,4,3,3,3,4,4,4,3,3,4,3,1,3,4,2,3,3,4,2,3,3,4,2,5,3,4,4,True
12,38,1,1,1,1,US,5,4,5,5,5,1,5,5,5,3,1,4,4,2,1,1,3,3,1,3,5,5,1,5,1,5,1,5,5,5,5,1,5,1,5,1,5,3,5,5,5,2,5,1,5,1,5,1,5,5,True
13,35,1,2,1,2,US,3,3,5,4,5,4,5,5,3,2,3,3,3,1,4,3,3,2,5,1,5,4,1,3,1,5,2,5,3,5,5,2,4,2,4,1,5,3,5,5,3,2,3,2,3,4,5,2,4,3,True
3,53,1,1,1,5,US,2,2,3,3,3,2,2,4,3,4,3,4,3,4,2,2,2,2,2,2,1,4,1,5,2,5,2,4,5,3,4,2,4,2,4,1,5,1,5,4,5,1,3,1,5,2,5,4,5,3,True
3,45,1,2,1,1,AU,1,4,3,5,1,5,1,5,1,5,3,1,3,3,4,1,4,3,4,3,1,3,2,3,3,3,4,3,2,3,4,1,5,1,5,1,5,1,5,5,3,5,3,4,2,4,4,1,3,3,True
3,38,1,2,1,2,US,2,5,4,4,2,2,1,4,2,5,4,3,4,2,3,3,2,2,2,3,1,4,1,4,2,4,2,5,3,4,3,4,2,3,1,4,3,3,2,3,4,2,5,2,4,1,4,4,4,5,True
3,26,1,2,1,3,US,4,2,5,2,4,1,4,2,5,2,2,5,3,4,2,2,2,2,1,1,2,4,2,5,1,5,1,5,5,5,3,4,5,1,3,2,3,1,4,4,5,2,4,1,5,2,5,4,3,4,True
3,18,1,2,1,1,US,2,1,5,4,4,1,3,3,2,4,4,3,5,1,1,5,4,3,1,4,1,5,2,5,1,5,1,5,5,5,2,2,4,4,1,5,2,1,2,4,4,1,5,1,3,1,4,5,4,5,True
11,20,1,2,1,1,PH,3,2,4,3,4,3,4,3,4,3,4,4,4,3,2,2,4,4,4,2,1,4,4,4,2,4,3,4,4,4,3,4,4,4,1,4,3,4,4,3,2,2,3,2,3,2,3,2,4,3,True
3,54,2,1,1,1,AU,5,1,5,1,5,1,5,5,5,1,1,5,5,1,1,1,1,1,1,1,5,5,1,5,1,5,1,5,5,5,1,1,5,1,5,1,5,1,5,5,5,1,5,1,5,1,5,1,5,5,True
13,18,1,2,1,1,US,3,3,3,3,5,4,5,3,5,3,4,3,4,5,3,3,5,3,3,1,1,5,3,5,1,1,2,5,5,5,4,3,3,2,3,5,5,1,5,3,5,1,5,1,5,1,5,5,5,5,True
6,25,1,2,1,1,US,3,3,4,3,4,3,2,3,2,4,3,2,4,3,3,2,3,3,3,3,1,4,1,5,1,4,1,4,5,4,4,3,4,2,4,2,5,3,3,3,2,3,3,2,4,3,4,3,3,3,True
3,40,2,1,1,1,NL,2,2,2,2,1,2,2,5,1,5,3,4,4,3,2,4,3,2,4,2,2,3,2,4,2,3,2,4,4,2,5,2,4,2,4,2,4,2,4,4,4,2,4,2,3,3,4,3,4,3,True
11,35,2,2,1,1,US,3,2,4,3,5,1,5,2,4,5,2,3,3,3,4,3,3,3,3,3,2,4,1,4,3,5,3,4,4,5,4,1,5,1,5,3,5,2,5,4,2,2,2,1,4,1,4,2,5,5,True
3,23,2,1,1,1,DE,1,1,1,3,4,1,1,2,4,5,2,4,4,3,2,1,2,1,2,3,2,2,3,2,3,2,4,3,2,3,4,3,4,3,3,2,4,4,4,3,5,1,5,1,5,1,5,5,5,5,True
3,25,1,2,1,1,US,3,4,4,2,2,2,3,3,3,4,5,2,5,2,5,4,4,2,4,4,1,4,2,3,1,4,1,5,5,4,1,4,4,2,1,5,4,2,2,3,4,1,5,1,5,1,4,1,5,5,True
11,18,1,2,1,2,PH,5,1,5,1,5,1,5,3,5,2,1,4,4,5,4,2,5,5,5,1,1,5,1,5,1,5,1,4,5,5,3,2,4,1,2,3,2,4,4,5,4,2,5,3,4,1,3,2,4,5,True
